abbrev,away_abbrev,away_away_goals,away_blocks,away_faceoffWinningPctg,away_hits,away_id,away_name,away_pim,away_powerPlayConversion,blocks,faceoffWinningPctg,hits,home_goals,id,name,pim,powerPlayConversion
PHI,NYI,3,6.0,0.583,6.0,2,Islanders,13.0,0/5,6.0,0.41700000000000004,4.0,1,4,Flyers,15.0,0/4
NYI,PHI,2,10.0,0.46,28.0,4,Flyers,11.0,0/4,14.0,0.54,41.0,3,2,Islanders,25.0,0/2
PHI,BOS,3,15.0,0.515,15.0,6,Bruins,10.0,0/2,19.0,0.485,20.0,1,4,Flyers,4.0,0/5
PHI,NYR,1,8.0,0.40399999999999997,15.0,3,Rangers,19.0,0/3,7.0,0.596,24.0,4,4,Flyers,15.0,2/5
BOS,PHI,3,6.0,0.466,22.0,4,Flyers,6.0,1/1,10.0,0.534,26.0,4,6,Bruins,2.0,1/3
NYR,PHI,1,13.0,0.524,30.0,4,Flyers,14.0,0/3,9.0,0.47600000000000003,21.0,2,3,Rangers,16.0,0/2
LAU,PHI,3,0.0,0.0,0.0,4,Flyers,0.0,0,0.0,0.0,0.0,4,5844,Lausanne,0.0,0
PHI,CHI,3,12.0,0.379,29.0,16,Blackhawks,6.0,1/2,14.0,0.621,16.0,4,4,Flyers,4.0,1/3
PHI,NJD,0,16.0,0.414,24.0,1,Devils,8.0,0/5,10.0,0.586,19.0,4,4,Flyers,10.0,2/4
VAN,PHI,2,17.0,0.44299999999999995,22.0,4,Flyers,4.0,1/3,19.0,0.557,22.0,3,23,Canucks,6.0,0/2
CGY,PHI,1,12.0,0.621,14.0,4,Flyers,6.0,0/4,13.0,0.379,13.0,3,20,Flames,8.0,0/2
EDM,PHI,3,9.0,0.5,23.0,4,Flyers,4.0,2/6,19.0,0.5,23.0,6,22,Oilers,12.0,2/2
PHI,DAL,4,16.0,0.368,15.0,25,Stars,13.0,1/2,9.0,0.632,16.0,1,4,Flyers,9.0,0/4
PHI,VGK,2,12.0,0.433,11.0,54,Golden Knights,10.0,1/5,9.0,0.5670000000000001,15.0,6,4,Flyers,10.0,2/5
CHI,PHI,4,19.0,0.652,27.0,4,Flyers,8.0,0/2,12.0,0.348,24.0,1,16,Blackhawks,4.0,0/4
PHI,CBJ,4,17.0,0.355,23.0,29,Blue Jackets,10.0,0/5,7.0,0.645,22.0,7,4,Flyers,12.0,2/4
NYI,PHI,3,8.0,0.545,14.0,4,Flyers,11.0,0/3,23.0,0.455,34.0,5,2,Islanders,13.0,0/2
PIT,PHI,1,7.0,0.541,38.0,4,Flyers,8.0,0/4,13.0,0.45899999999999996,26.0,7,5,Penguins,10.0,0/3
NJD,PHI,4,13.0,0.425,27.0,4,Flyers,13.0,0/3,9.0,0.575,29.0,3,1,Devils,21.0,2/4
PHI,TOR,4,11.0,0.392,28.0,10,Maple Leafs,14.0,0/2,15.0,0.608,23.0,3,4,Flyers,6.0,2/6
PHI,CAR,1,11.0,0.509,16.0,12,Hurricanes,6.0,0/3,13.0,0.491,18.0,4,4,Flyers,6.0,1/3
PHI,MTL,2,13.0,0.5,34.0,8,Canadiens,12.0,0/0,12.0,0.5,27.0,3,4,Flyers,0.0,0/6
